17617,192
44264,191
95947,169
43228,145
43230,145
54528,143
95930,141
27977,139
33359,128
55060,113
62329,112
95929,111
95945,102
13271,99
95946,96
57904,91
32764,90
10004,89
27613,89
47514,89
15276,88
95942,88
17548,87
27992,82
57877,82
43982,80
82462,79
95924,79
95949,78
85793,77
95931,77
55408,75
71162,75
95932,74
57329,72
15357,71
43990,71
57920,68
27980,66
84943,66
26293,65
85853,65
57009,64
85263,64
95950,64
14307,62
28016,62
57934,62
95934,62
15960,61
71929,61
10081,59
24543,59
56251,59
71145,59
72198,59
44514,57
55136,57
57911,57
73107,57
25169,56
95927,56
10064,55
14384,55
43229,55
43275,55
85838,55
75448,54
9084,54
27978,53
71161,52
95925,52
56252,51
57349,51
24764,50
33369,50
5729,50
15216,49
25351,49
55026,49
10062,48
31976,48
26713,47
95944,47
13255,46
71916,46
83091,46
95943,46
15173,45
27010,45
28047,45
54234,45
54751,45
56709,45
85811,45
55392,44
72278,44
85854,44
44528,43
45315,43
71164,43
84161,43
84643,43
27986,42
28065,42
64242,42
85855,42
95951,42
24417,41
57858,41
57921,41
95923,41
43989,40
72287,40
74549,40
75516,40
43220,39
43985,39
43995,39
44338,39
45130,39
57913,39
71924,39
95935,39
10020,38
43211,38
44352,38
55341,38
95921,38
62341,37
71163,37
72448,37
85841,37
90263,37
95948,37
28044,36
43210,36
46823,36
54401,36
54670,36
56227,36
73064,36
14026,35
45172,35
72272,35
10044,34
15832,34
25148,34
55752,34
57907,34
57919,34
71919,34
10006,33
14036,33
24892,33
26254,33
28013,33
44399,33
47582,33
56848,33
82685,33
84186,33
27009,32
28085,32
3427,32
44353,32
71144,32
73251,32
95933,32
10056,31
43290,31
73167,31
76134,31
95926,31
95928,31
14031,30
26594,30
32763,30
44272,30
82994,30
83326,30
95941,30
59818,29
61164,29
95938,29
10061,28
14558,28
15215,28
33391,28
33578,28
44515,28
54878,28
84942,28
21770,27
44344,27
56967,27
63123,27
15457,26
45173,26
45233,26
71154,26
84185,26
13264,25
13272,25
16661,25
18232,25
43387,25
44318,25
44516,25
48200,25
56932,25
57859,25
74458,25
79682,25
83070,25
10013,24
10077,24
15195,24
33343,24
43227,24
47460,24
95940,24
10075,23
45262,23
54170,23
57008,23
71224,23
71923,23
72450,23
72462,23
84526,23
85845,23
92176,23
95936,23
13274,22
16653,22
37855,22
43979,22
45790,22
47310,22
57299,22
57848,22
66665,22
71227,22
84782,22
10051,21
10082,21
10097,21
14440,21
25344,21
25498,21
54309,21
72458,21
74085,21
82335,21
89098,21
11677,20
17256,20
24388,20
24916,20
25039,20
26116,20
4266,20
46623,20
71209,20
72449,20
73249,20
90275,20
95939,20
10028,19
10050,19
10065,19
10085,19
14023,19
156,19
21672,19
43627,19
45392,19
45416,19
46818,19
47110,19
54250,19
71321,19
72206,19
7813,19
82812,19
84901,19
10029,18
10059,18
13540,18
24596,18
26969,18
27357,18
41423,18
44356,18
45310,18
51748,18
5437,18
71920,18
73724,18
74557,18
74761,18
7652,18
82363,18
83255,18
85041,18
85234,18
95922,18
10084,17
27304,17
34348,17
43293,17
43981,17
44608,17
46872,17
55124,17
74777,17
80424,17
83342,17
85073,17
10026,16
10086,16
14378,16
151,16
16565,16
24249,16
24986,16
25073,16
43986,16
44130,16
45713,16
54766,16
57159,16
72110,16
82354,16
82449,16
90364,16
10038,15
10072,15
10095,15
14393,15
15182,15
16191,15
17494,15
27356,15
34377,15
35733,15
36349,15
43185,15
43287,15
43308,15
44523,15
45317,15
45918,15
45996,15
46617,15
52531,15
52543,15
54953,15
63369,15
71119,15
72333,15
73106,15
80940,15
82442,15
95919,15
14556,14
26255,14
28067,14
36632,14
37809,14
40636,14
43497,14
54793,14
55007,14
55157,14
55818,14
57107,14
58668,14
6377,14
75394,14
79583,14
83686,14
85792,14
90259,14
10009,13
13334,13
14022,13
14030,13
14358,13
15359,13
15855,13
1991,13
25136,13
27335,13
3153,13
3426,13
35705,13
38496,13
44268,13
44889,13
49762,13
54372,13
5718,13
60185,13
6685,13
73350,13
73852,13
82168,13
84954,13
9219,13
94756,13
10039,12
10080,12
13273,12
1417,12
14847,12
15304,12
15750,12
16516,12
19536,12
27157,12
29246,12
3046,12
358,12
37807,12
3933,12
40222,12
45059,12
45070,12
54287,12
59870,12
67956,12
82221,12
84525,12
8540,12
85868,12
9252,12
10016,11
10052,11
10076,11
10088,11
13319,11
13431,11
15240,11
17705,11
22562,11
28970,11
33360,11
33372,11
33379,11
34614,11
37819,11
40854,11
42829,11
44239,11
44267,11
45339,11
45359,11
54827,11
56097,11
56540,11
57139,11
68788,11
72202,11
72290,11
74409,11
75606,11
82104,11
83275,11
84439,11
84493,11
10018,10
10031,10
10032,10
10033,10
10034,10
10089,10
14351,10
15766,10
15971,10
16856,10
16861,10
17204,10
20022,10
22760,10
24998,10
25827,10
26115,10
2695,10
27305,10
33191,10
33390,10
37852,10
40716,10
46151,10
46475,10
49537,10
514,10
52490,10
54515,10
55334,10
56592,10
56850,10
6462,10
6536,10
6567,10
66068,10
71915,10
72064,10
72283,10
72286,10
74781,10
