26069,50
34,46
17,44
15753,40
23504,38
63573,38
63592,36
112,35
22386,33
63589,33
12145,30
6,30
63600,29
23338,27
25791,27
98,27
13045,25
33,25
101,24
13873,24
8,24
50200,23
21098,22
21440,22
22970,22
116,21
22729,21
12146,20
63587,19
57552,18
61,18
85,18
90,18
14442,17
25436,17
26079,17
32628,17
63595,17
13109,16
23505,16
32,16
49327,16
63585,16
99,16
129,15
13792,15
21364,15
21586,15
23564,15
28372,15
49312,15
59966,15
63599,15
119,14
12821,14
15700,14
20906,14
23515,14
23529,14
31,14
59946,14
63590,14
63593,14
63603,14
12148,13
21336,13
21422,13
23506,13
23547,13
26060,13
59976,13
63,13
63605,13
12816,12
14342,12
20773,12
26077,12
26096,12
28381,12
50265,12
50917,12
59952,12
60,12
64,12
13935,11
21623,11
22332,11
23548,11
23562,11
31730,11
40983,11
43069,11
5514,11
58933,11
63569,11
63581,11
63601,11
12147,10
12189,10
12806,10
13115,10
13164,10
21228,10
21703,10
23553,10
26097,10
32749,10
49971,10
52746,10
59317,10
59978,10
61477,10
63567,10
74,10
12493,9
12809,9
15157,9
20655,9
22842,9
23208,9
23576,9
25790,9
26075,9
27,9
31727,9
40523,9
49311,9
49974,9
59772,9
59965,9
63565,9
63596,9
63597,9
66,9
12131,8
15014,8
20801,8
22969,8
23220,8
23532,8
25982,8
32397,8
42845,8
50416,8
52795,8
53249,8
58955,8
59977,8
61486,8
63548,8
63551,8
63575,8
63580,8
63583,8
63584,8
63591,8
77,8
9714,8
121,7
12808,7
13283,7
13827,7
18799,7
22,7
23518,7
23978,7
26070,7
26074,7
26552,7
27292,7
28397,7
35,7
42600,7
46600,7
49983,7
50280,7
50950,7
59549,7
59945,7
62177,7
63557,7
63561,7
63607,7
9692,7
9752,7
12203,6
12389,6
13270,6
13271,6
13628,6
13809,6
13828,6
15662,6
19354,6
21,6
22630,6
23219,6
25,6
26085,6
28379,6
31712,6
32701,6
35294,6
42537,6
43071,6
49326,6
49970,6
50236,6
50271,6
50414,6
51723,6
52011,6
58067,6
58209,6
62,6
63563,6
63571,6
63577,6
63588,6
63594,6
63604,6
63609,6
63611,6
63613,6
67,6
8791,6
89,6
93,6
9694,6
9768,6
