25,333
26058,323
2,268
63591,247
23493,246
63562,242
63578,214
63584,199
15742,189
12134,184
23494,181
63582,181
24,179
13034,178
22959,174
23504,167
59955,162
49,156
49315,154
12135,147
50189,145
12810,144
26066,140
20895,139
63574,138
23565,137
49316,134
23537,131
59761,126
12120,125
63576,124
63586,124
57541,123
63590,121
26,117
59954,117
23536,114
63580,114
13862,113
23495,113
12805,112
23,112
101,111
59935,111
26068,109
13816,108
13817,108
49301,108
12137,107
13260,107
63594,107
23518,106
23521,106
63596,106
4,104
63592,104
63598,104
22718,102
23553,102
15689,100
22831,100
59966,100
49972,99
63588,99
12129,98
12806,98
28361,97
63602,97
22375,96
12798,95
49960,95
50940,94
13258,93
22958,91
26086,91
59538,90
13924,89
23197,89
49963,89
63581,89
79,88
26064,87
50405,87
63558,87
13781,85
13098,84
63560,84
49317,83
105,82
12801,82
23327,82
50939,82
49300,80
50254,80
23556,78
43047,78
63546,78
63564,78
63585,78
23501,77
12136,76
13104,76
49318,76
52735,76
90,76
21,74
49968,74
23542,73
26085,72
52,72
49310,71
59965,71
63570,71
21411,69
43031,69
59537,68
9681,68
74,67
87,67
28370,66
63600,66
88,66
50982,64
108,63
15651,63
32617,63
50260,62
22344,61
50,61
63589,61
9757,61
21575,60
35283,60
63577,60
14431,59
25779,59
31711,59
42824,59
21353,58
26049,58
35335,58
14331,57
61466,57
12178,56
23551,56
59306,56
63593,56
10,55
28368,55
31702,55
31716,55
52784,55
63573,55
63554,54
15003,53
22345,53
63,53
42590,52
21087,51
41951,51
22321,50
31701,50
31719,49
50269,49
50906,49
59414,49
59973,49
13153,48
32386,48
43046,48
58247,48
33400,47
59941,47
13259,46
59967,46
63556,46
13113,45
50307,45
13042,44
26074,44
40512,44
59959,44
63568,44
63579,44
66,44
51431,43
63569,43
20804,41
32391,41
49967,41
50404,41
63566,41
9741,41
32383,40
43058,40
50197,40
14996,39
22619,39
26059,39
63559,39
63599,39
12797,38
23555,38
42346,38
32395,37
51043,37
53,37
63583,37
21325,36
25971,36
43060,36
50403,36
25780,35
63548,35
63572,35
22,34
22924,34
31717,34
32690,34
44744,34
58198,34
63561,34
13926,33
21429,33
31679,33
40972,33
42461,33
42589,33
61090,33
14625,32
41973,32
63545,32
14006,31
21017,31
26063,31
26173,31
33364,31
50272,31
14883,30
52080,30
58945,30
12195,29
23209,29
32390,29
32844,29
33399,29
14264,28
19392,28
56,28
59621,28
63557,28
63563,28
82,28
14923,27
25425,27
26060,27
51045,27
51121,27
63550,27
9758,27
15149,26
15,26
20,26
32843,26
33915,26
41031,26
49374,26
63587,26
64,26
11019,25
31718,25
32684,25
32738,25
33508,25
43066,25
63538,25
63597,25
12192,24
13117,24
26083,24
40706,24
54428,24
58922,24
11,23
12281,23
23507,23
32842,23
57362,23
9739,23
18,22
18788,22
33445,22
33510,22
40944,22
43051,22
43059,22
52000,22
52587,22
63542,22
9759,22
22549,21
32699,21
43020,21
53238,21
56153,21
57981,21
58039,21
63565,21
9744,21
12919,20
15146,20
15187,20
16239,20
38395,20
42834,20
43021,20
52073,20
63553,20
63603,20
15533,19
33370,19
49278,19
49455,19
78,19
9703,19
9727,19
9733,19
12,18
15243,18
16,18
23040,18
23081,18
33591,18
34592,18
41197,18
41974,18
43793,18
52699,18
63595,18
9713,18
12378,17
13038,17
31777,17
40718,17
49357,17
51956,17
58944,17
59213,17
63537,17
13267,16
19351,16
26541,16
42554,16
46007,16
52233,16
55585,16
58,16
59143,16
59476,16
65,16
9683,16
12795,15
17538,15
20708,15
27281,15
28366,15
31863,15
32625,15
33201,15
5,15
57738,15
60225,15
9694,15
10328,14
12189,14
15560,14
21099,14
21974,14
32507,14
33848,14
41049,14
42807,14
49371,14
54,14
56102,14
57452,14
63571,14
9696,14
12922,13
13081,13
15436,13
21341,13
23208,13
33564,13
34468,13
34585,13
42249,13
51712,13
52253,13
76,13
84,13
13787,12
13798,12
17,12
20607,12
22965,12
31774,12
34015,12
41247,12
44320,12
51366,12
56101,12
59503,12
9754,12
9772,12
10533,11
12283,11
14877,11
23967,11
26084,11
35126,11
49368,11
50198,11
51962,11
63540,11
63552,11
110,10
118,10
13920,10
15463,10
15697,10
19342,10
21195,10
21692,10
22895,10
26680,10
32412,10
34508,10
40420,10
42675,10
49959,10
50081,10
50975,10
51039,10
58844,10
63547,10
9721,10
13119,9
13884,9
13,9
13986,9
14,9
26071,9
26702,9
43969,9
50912,9
63575,9
9728,9
9729,9
12188,8
12804,8
13975,8
22243,8
24241,8
24896,8
25022,8
